state_number,state_name,consecutive_number,number_of_forms_submitted_for_persons_not_in_motor_vehicles,county,city,day_of_crash,month_of_crash,year_of_crash,day_of_week,hour_of_crash,national_highway_system,land_use,functional_system,route_signing,first_harmful_event,manner_of_collision,relation_to_junction_within_interchange_area,relation_to_junction_specific_location,type_of_intersection,work_zone,relation_to_trafficway,light_condition,atmospheric_conditions,related_factors_crash_level_1,related_factors_crash_level_2,related_factors_crash_level_3,number_of_fatalities,vehicle_number,person_number,rollover,age,sex,person_type,injury_severity,police_reported_alcohol_involvement,police_reported_drug_involvement,related_factors_person_level1,related_factors_person_level2,related_factors_person_level3,race,vehicle_make,vehicle_model,body_type,vehicle_model_year,vehicle_identification_number_vin,vehicle_trailing,gross_vehicle_weight_rating,hazardous_material_involvement,travel_speed,previous_recorded_crashes,previous_recorded_suspensions_and_revocations,previous_dwi_convictions,previous_speeding_convictions,speeding_related,related_factors_driver_level_1,related_factors_driver_level_2,related_factors_driver_level_3,related_factors_driver_level_4,roadway_alignment,roadway_grade,roadway_surface_type,roadway_surface_condition,crash_type,fatalities_in_vehicle
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,403,14,1995,1J4GZ58S5SC7,No Trailing Unit,Not Applicable,No,998,0,0,0,0,No,28,38,0,0,Straight,Downhill,"Blacktop, Bituminous, or Asphalt",1,64,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,404,14,1998,1J4GZ58S5WC3,No Trailing Unit,Not Applicable,No,998,0,0,0,0,Unknown,28,0,0,0,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,10,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,404,14,1995,1J4GZ58S6SC6,No Trailing Unit,Not Applicable,No,999,0,0,0,0,"Yes, Too Fast for Conditions",91,0,0,0,Curve Right,Downhill,Not Reported,1,10,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,404,14,1994,1J4GZ58S7RC2,No Trailing Unit,Not Applicable,No,998,1,0,4,4,No,0,0,0,0,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,404,14,1998,1J4GZ58S8WC2,No Trailing Unit,Not Applicable,No,998,0,0,0,0,No,0,0,0,0,Curve Left,"Grade, Unknown Slope","Slag, Gravel or Stone",1,2,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,404,14,1998,1J4GZ58S9WC2,No Trailing Unit,Not Applicable,No,998,1,0,0,3,No,99,99,99,99,Straight,Level,Concrete,1,6,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,404,14,1998,1J4GZ58SXWC2,No Trailing Unit,Not Applicable,No,998,0,0,0,1,"Yes, Exceeded Speed Limit",0,0,0,0,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,6,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,404,14,1998,1J4GZ58SXWC2,No Trailing Unit,Not Applicable,No,998,0,1,0,5,"Yes, Exceeded Speed Limit",0,0,0,0,Curve Right,Level,"Blacktop, Bituminous, or Asphalt",1,2,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,404,14,1997,1J4GZ58Y0VC6,No Trailing Unit,Not Applicable,No,30,0,0,0,0,No,6,58,0,0,Curve Left,Uphill,"Blacktop, Bituminous, or Asphalt",1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,404,14,1996,1J4GZ58Y1TC2,No Trailing Unit,Not Applicable,No,40,0,0,0,0,"Yes, Too Fast for Conditions",58,0,0,0,Curve Right,Uphill,"Slag, Gravel or Stone",1,98,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,404,14,1993,1J4GZ58Y4PC7,No Trailing Unit,Not Applicable,No,998,0,1,1,0,"Yes, Exceeded Speed Limit",28,0,0,0,Curve – Unknown Direction,"Grade, Unknown Slope","Blacktop, Bituminous, or Asphalt",1,6,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,404,14,1994,1J4GZ58Y8RC1,No Trailing Unit,Not Applicable,No,63,0,0,0,0,"Yes, Too Fast for Conditions",0,0,0,0,Straight,Level,Dirt,1,2,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,404,14,1995,1J4GZ78S1SC5,No Trailing Unit,Not Applicable,No,998,0,0,0,0,"Yes, Exceeded Speed Limit",58,89,0,0,Curve Left,Level,"Blacktop, Bituminous, or Asphalt",1,2,2
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,404,14,1998,1J4GZ78S2WC3,No Trailing Unit,Not Applicable,No,998,1,2,0,0,No,0,0,0,0,Straight,Downhill,"Blacktop, Bituminous, or Asphalt",1,6,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,404,14,1995,1J4GZ78Y0SC5,No Trailing Unit,Not Applicable,No,998,0,1,1,0,"Yes, Exceeded Speed Limit",0,0,0,0,Curve Left,Level,Concrete,1,2,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,404,14,1997,1J4GZ78Y3VC5,No Trailing Unit,Not Applicable,No,998,0,0,0,1,No,36,0,0,0,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,45,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,404,14,1998,1J4GZ78Y5WC2,No Trailing Unit,Not Applicable,No,83,0,3,0,1,"Yes, Too Fast for Conditions",0,0,0,0,Curve Right,Downhill,"Blacktop, Bituminous, or Asphalt",99,2,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,404,14,1997,1J4GZ78Y8VC6,No Trailing Unit,Not Applicable,No,70,0,1,0,0,"Yes, Exceeded Speed Limit",0,0,0,0,Curve Left,"Grade, Unknown Slope","Blacktop, Bituminous, or Asphalt",1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,404,14,1997,1J4GZ78YXVC6,No Trailing Unit,Not Applicable,No,55,1,0,0,0,No,99,99,99,99,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,6,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,404,14,2005,1J4HR48N95C7,No Trailing Unit,Not Applicable,No,999,0,0,0,0,"Yes, Too Fast for Conditions",0,0,0,0,Curve Right,Level,"Blacktop, Bituminous, or Asphalt",1,98,2
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,404,14,2011,1J4RR4GG3BC6,No Trailing Unit,Not Applicable,No,75,1,0,0,1,"Yes, Too Fast for Conditions",6,87,0,0,Straight,Level,Concrete,2,7,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,403,14,2008,1J8GA59188L5,No Trailing Unit,Not Applicable,No,998,0,0,0,0,No,6,0,0,0,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,2,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,403,14,2008,1J8GA69158L5,No Trailing Unit,Not Applicable,No,998,0,0,0,0,No,0,0,0,0,Straight,Level,"Slag, Gravel or Stone",1,2,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,404,14,2008,1J8GR48K68C1,No Trailing Unit,Not Applicable,No,75,0,0,0,0,"Yes, Exceeded Speed Limit",36,91,0,0,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,6,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,404,14,2002,1J8GW68J32C1,No Trailing Unit,Not Applicable,No,65,0,1,0,3,No,58,0,0,0,Curve – Unknown Direction,Not Reported,"Blacktop, Bituminous, or Asphalt",1,6,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,406,14,2007,1J8HH48K37C6,No Trailing Unit,Not Applicable,No,55,0,0,0,0,No,48,0,0,0,Curve Right,Downhill,Not Reported,1,6,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,404,14,2005,1J8HR58275C5,No Trailing Unit,Not Applicable,No,998,0,0,0,0,No,39,0,0,0,Straight,Level,Not Reported,1,14,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,404,14,2007,1J8HR58M77C6,"Yes, One Trailing Unit",Not Applicable,No,998,99,99,99,99,No,27,58,0,0,Straight,Downhill,"Blacktop, Bituminous, or Asphalt",1,47,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,404,14,2009,1J8HR58T59C5,No Trailing Unit,Not Applicable,No,998,98,0,0,0,No,0,0,0,0,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,98,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,404,14,1987,1JCML7740HT0,No Trailing Unit,Not Applicable,No,50,2,1,0,1,No,48,0,0,0,Straight,Level,Dirt,1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,2,431,15,1987,1JCNJ15U2HT1,No Trailing Unit,Not Applicable,No,998,0,0,0,0,"Yes, Too Fast for Conditions",24,0,0,0,Curve Left,Not Reported,"Blacktop, Bituminous, or Asphalt",1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,13,1,4,1998,1LNFM81W6WY6,No Trailing Unit,Not Applicable,No,998,0,0,0,0,No,0,0,0,0,Straight,Level,Not Reported,1,7,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,13,12,4,2006,1LNFM87A36Y6,No Trailing Unit,Not Applicable,No,99,0,3,1,5,"Yes, Specifics Unknown",6,0,0,0,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,13,12,4,2006,1LNFM87A86Y6,No Trailing Unit,Not Applicable,No,70,0,0,0,0,"Yes, Too Fast for Conditions",27,0,0,0,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,2,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,13,15,4,2015,1LNHL9EK7FG6,No Trailing Unit,Not Applicable,No,103,0,0,0,0,"Yes, Exceeded Speed Limit",0,0,0,0,Straight,Downhill,Concrete,2,6,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,13,1,4,2005,1LNHM81W35Y6,No Trailing Unit,Not Applicable,No,55,2,3,1,3,"Yes, Too Fast for Conditions",58,0,0,0,Curve Right,Level,"Blacktop, Bituminous, or Asphalt",1,2,2
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,13,1,4,2005,1LNHM81W75Y6,No Trailing Unit,Not Applicable,No,65,98,0,0,0,No,58,0,0,0,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,6,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,13,1,4,2007,1LNHM82V97Y6,No Trailing Unit,Not Applicable,No,55,0,0,0,0,"Yes, Too Fast for Conditions",0,0,0,0,Curve Right,Level,"Blacktop, Bituminous, or Asphalt",1,6,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,13,1,4,2002,1LNHM82W52Y6,No Trailing Unit,Not Applicable,No,998,0,0,0,1,No,0,0,0,0,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,6,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,13,5,4,2002,1LNHM82W62Y6,No Trailing Unit,Not Applicable,No,84,0,1,0,0,"Yes, Exceeded Speed Limit",0,0,0,0,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,13,1,4,1999,1LNHM83WXXY6,No Trailing Unit,Not Applicable,No,998,1,0,0,0,"Yes, Too Fast for Conditions",36,58,0,0,Curve Right,Uphill,"Blacktop, Bituminous, or Asphalt",1,6,2
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,13,12,4,2002,1LNHM86S32Y6,No Trailing Unit,Not Applicable,No,998,0,0,0,0,No,0,0,0,0,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,13,12,4,2003,1LNHM86S83Y6,No Trailing Unit,Not Applicable,No,998,0,0,0,0,"Yes, Exceeded Speed Limit",0,0,0,0,Straight,Level,Concrete,1,2,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,13,1,4,2005,1LNHM87A35Y6,No Trailing Unit,Not Applicable,No,998,0,0,0,0,No,58,0,0,0,Straight,Level,Not Reported,1,98,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,13,12,4,2001,1LNHM87A51Y6,No Trailing Unit,Not Applicable,No,998,98,0,0,0,No,0,0,0,0,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,13,5,4,2001,1LNHM97V71Y6,No Trailing Unit,Not Applicable,No,998,1,0,0,0,No,0,0,0,0,Curve Left,Level,Not Reported,1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,13,1,4,1997,1LNLM81WXVY7,No Trailing Unit,Not Applicable,No,998,0,0,0,0,No,0,0,0,0,Curve Left,Downhill,"Blacktop, Bituminous, or Asphalt",1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,13,2,8,1994,1LNLM91V5RY7,No Trailing Unit,Not Applicable,No,998,0,0,0,0,No,0,0,0,0,Straight,Downhill,"Blacktop, Bituminous, or Asphalt",1,6,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,13,2,2,1993,1LNLM91V9PY6,No Trailing Unit,Not Applicable,No,998,0,2,0,0,"Yes, Exceeded Speed Limit",0,0,0,0,Curve Right,Sag (Bottom),"Blacktop, Bituminous, or Asphalt",1,6,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,13,5,4,1997,1LNLM97V7VY6,No Trailing Unit,Not Applicable,No,998,0,0,0,0,No,48,58,0,0,Curve Left,Not Reported,"Blacktop, Bituminous, or Asphalt",1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,86,881,66,1999,1M1AA08X8XW0,"Yes, One Trailing Unit","26,001 lbs or More",No,998,98,0,0,0,No,0,0,0,0,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,86,881,66,2003,1M1AA13Y53W1,"Yes, One Trailing Unit","26,001 lbs or More",No,998,0,0,0,0,No,99,99,99,99,Straight,Level,Not Reported,1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,86,881,66,2001,1M1AA13Y91W1,"Yes, One Trailing Unit","26,001 lbs or More",Yes,55,0,0,0,0,No,0,0,0,0,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,87,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,86,881,66,1996,1M1AA14Y6TW0,No Trailing Unit,"26,001 lbs or More",No,998,0,0,0,0,No,74,0,0,0,Straight,"Grade, Unknown Slope","Slag, Gravel or Stone",1,6,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,86,881,66,2001,1M1AE07Y81W0,"Yes, One Trailing Unit","26,001 lbs or More",No,70,0,1,0,0,"Yes, Too Fast for Conditions",0,0,0,0,Straight,Level,Concrete,1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,86,881,66,2007,1M1AJ06Y87N0,"Yes, One Trailing Unit","26,001 lbs or More",No,998,98,0,0,1,No,0,0,0,0,Straight,Downhill,"Blacktop, Bituminous, or Asphalt",1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,86,884,66,2015,1M1AN07Y6FM0,"Yes, One Trailing Unit","26,001 lbs or More",No,998,98,0,0,2,No,0,0,0,0,Straight,Downhill,"Blacktop, Bituminous, or Asphalt",1,98,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,86,881,66,2012,1M1AW01X2CM0,"Yes, Two Trailing Units","26,001 lbs or More",Yes,998,0,0,0,0,No,24,0,0,0,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,64,0
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,86,881,63,2012,1M1AW02Y9CM0,No Trailing Unit,"26,001 lbs or More",Yes,998,1,0,0,0,No,28,39,6,0,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,2,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,86,881,66,2014,1M1AX16Y9EM0,"Yes, One Trailing Unit","26,001 lbs or More",Yes,998,0,2,0,0,No,0,0,0,0,Curve Left,Level,"Blacktop, Bituminous, or Asphalt",1,98,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,86,881,66,1999,1M2AA13Y6XW0,"Yes, One Trailing Unit","26,001 lbs or More",No,65,0,0,0,0,No,6,58,0,0,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,2,1
